"File","Operation","Tables","Columns","PrimaryTable","AliasedColumns","Sql"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","SELECT","permissions;user_permissions","1","user_permissions","System.Collections.Hashtable","SELECT 1 FROM user_permissions up JOIN permissions p ON p.id = up.permission_id WHERE up.user_id=@uid AND p.code=@code AND up.allowed=1 AND (up.expires_at IS NULL OR up.expires_at > NOW()) LIMIT 1;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","SELECT","user_roles","role_id","user_roles","System.Collections.Hashtable","SELECT role_id FROM user_roles WHERE user_id=@uid AND (expires_at IS NULL OR expires_at > NOW());"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","SELECT","permissions;role_permissions","1","role_permissions","System.Collections.Hashtable","SELECT 1 FROM role_permissions rp JOIN permissions p ON p.id = rp.permission_id WHERE rp.role_id=@rid AND p.code=@code AND (rp.allowed IS NULL OR rp.allowed=1) LIMIT 1;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","SELECT","delegated_permissions;permissions","1","delegated_permissions","System.Collections.Hashtable","SELECT 1 FROM delegated_permissions d JOIN permissions p ON p.id = d.permission_id WHERE d.to_user_id=@uid AND p.code=@code AND (d.revoked IS NULL OR d.revoked=0) AND d.expires_at > NOW() LIMIT 1;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","SELECT","permissions;user_permissions","code","user_permissions","System.Collections.Hashtable","SELECT p.code FROM user_permissions up JOIN permissions p ON p.id = up.permission_id WHERE up.user_id=@uid AND up.allowed=1 AND (up.expires_at IS NULL OR up.expires_at > NOW()) ORDER BY p.code;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","SELECT","permissions;role_permissions","code","role_permissions","System.Collections.Hashtable","SELECT p.code FROM role_permissions rp JOIN permissions p ON p.id=rp.permission_id WHERE rp.role_id=@rid AND (rp.allowed IS NULL OR rp.allowed=1) ORDER BY p.code;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","SELECT","delegated_permissions;permissions","code","delegated_permissions","System.Collections.Hashtable","SELECT p.code FROM delegated_permissions d JOIN permissions p ON p.id = d.permission_id WHERE d.to_user_id=@uid AND (d.revoked IS NULL OR d.revoked=0) AND d.expires_at > NOW() ORDER BY p.code;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","INSERT","user_roles","expires_at;granted_at;granted_by;role_id;user_id","user_roles",,"INSERT INTO user_roles (user_id, role_id, granted_by, granted_at, expires_at) VALUES (@uid,@rid,@actor,NOW(),@exp) ON DUPLICATE KEY UPDATE granted_by = VALUES(granted_by), granted_at = VALUES(granted_at), expires_at = VALUES(expires_at);"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","DELETE","user_roles","","user_roles",,"DELETE FROM user_roles WHERE user_id=@uid AND role_id=@rid"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","SELECT","permissions","id","permissions","System.Collections.Hashtable","SELECT id FROM permissions WHERE code=@code LIMIT 1"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","INSERT","permissions","code;name","permissions",,"INSERT INTO permissions (code, name) VALUES (@code,@name)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","INSERT","user_permissions","allowed;expires_at;granted_at;granted_by;permission_id;reason;user_id","user_permissions",,"INSERT INTO user_permissions (user_id, permission_id, allowed, reason, granted_by, granted_at, expires_at) VALUES (@uid,@pid,@allow,@reason,@by,NOW(),@exp) ON DUPLICATE KEY UPDATE allowed = VALUES(allowed), reason = VALUES(reason), granted_by = VALUES(granted_by), granted_at = VALUES(granted_at), expires_at = VALUES(expires_at);"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","DELETE","user_permissions","","user_permissions",,"DELETE FROM user_permissions WHERE user_id=@uid AND permission_id=@pid"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","INSERT","delegated_permissions","expires_at;from_user_id;granted_by;permission_id;reason;to_user_id","delegated_permissions",,"INSERT INTO delegated_permissions (from_user_id, to_user_id, permission_id, expires_at, reason, granted_by) VALUES (@from,@to,@pid,@exp,@reason,@by);"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","UPDATE","delegated_permissions","revoked;revoked_at","delegated_permissions",,"UPDATE delegated_permissions SET revoked=1, revoked_at=NOW() WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","SELECT","delegated_permissions","permission_id;to_user_id","delegated_permissions","System.Collections.Hashtable","SELECT to_user_id, permission_id FROM delegated_permissions WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","INSERT+SELECT","delegated_permissions;permission_change_log","action;change_type;changed_by;ifnull(to_user_id;null;permission_id;role_id;user_id","permission_change_log","System.Collections.Hashtable","INSERT INTO permission_change_log (user_id, changed_by, change_type, role_id, permission_id, action) SELECT IFNULL(to_user_id, @actor), @actor, 'delegation', NULL, permission_id, 'revoke' FROM delegated_permissions WHERE id=@id;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","INSERT","permission_requests","permission_id;reason;requested_at;status;user_id","permission_requests",,"INSERT INTO permission_requests (user_id, permission_id, reason, status, requested_at) VALUES (@uid,@pid,@reason,'pending',NOW());"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","SELECT","permission_requests","*","permission_requests","System.Collections.Hashtable","SELECT * FROM permission_requests WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","UPDATE","permission_requests","review_comment;reviewed_at;reviewed_by;status","permission_requests",,"UPDATE permission_requests SET status='approved', reviewed_by=@rev, reviewed_at=NOW(), review_comment=@cmt WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","SELECT","permission_requests","*","permission_requests","System.Collections.Hashtable","SELECT * FROM permission_requests WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","UPDATE","permission_requests","review_comment;reviewed_at;reviewed_by;status","permission_requests",,"UPDATE permission_requests SET status='denied', reviewed_by=@rev, reviewed_at=NOW(), review_comment=@cmt WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","SELECT","roles","*","roles","System.Collections.Hashtable","SELECT * FROM roles ORDER BY name, id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","SELECT","permissions","*","permissions","System.Collections.Hashtable","SELECT * FROM permissions ORDER BY code, id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.CoreExtensions.cs","INSERT","permission_change_log","action;change_type;changed_by;permission_id;role_id;user_id","permission_change_log",,"INSERT INTO permission_change_log (user_id, changed_by, change_type, role_id, permission_id, action) VALUES (@uid, @actor, @ctype, @rid, @pid, @act);"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","SELECT","users","*","users","System.Collections.Hashtable","SELECT * FROM users ORDER BY full_name, username, id;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","SELECT","users","*","users","System.Collections.Hashtable","SELECT * FROM users WHERE id=@id LIMIT 1;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","INSERT","user_roles","granted_at;granted_by;role_id;user_id","user_roles",,"INSERT INTO user_roles (user_id, role_id, granted_by, granted_at) VALUES (@uid,@rid,@actor,NOW()) ON DUPLICATE KEY UPDATE granted_by=VALUES(granted_by), granted_at=VALUES(granted_at);"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","INSERT","role_permissions","permission_id;role_id","role_permissions",,"INSERT INTO role_permissions (role_id, permission_id) VALUES (@rid,@pid) ON DUPLICATE KEY UPDATE role_id=role_id;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","INSERT","user_audit","action;created_at;description;device_info;session_id;source_ip;user_id","user_audit",,"INSERT INTO user_audit (user_id, action, description, created_at, source_ip, device_info, session_id) VALUES (@uid,@act,@desc,NOW(),@ip,@dev,@sid)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","INSERT","role_audit","action;created_at;description;device_info;role_id;session_id;source_ip","role_audit",,"INSERT INTO role_audit (role_id, action, description, created_at, source_ip, device_info, session_id) VALUES (@rid,@act,@desc,NOW(),@ip,@dev,@sid)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","INSERT","export_print_log","file_path;filter_used;format;note;source_ip;table_name;user_id","export_print_log",,"INSERT INTO export_print_log (user_id, format, table_name, filter_used, file_path, source_ip, note) VALUES (NULL,@fmt,'users',@filter,@path,@ip,'Users export')"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","INSERT","export_print_log","file_path;filter_used;format;note;source_ip;table_name;user_id","export_print_log",,"INSERT INTO export_print_log (user_id, format, table_name, filter_used, file_path, source_ip, note) VALUES (NULL,@fmt,'roles',@filter,@path,@ip,'Roles export')"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","INSERT","export_print_log","file_path;filter_used;format;note;source_ip;table_name;user_id","export_print_log",,"INSERT INTO export_print_log (user_id, format, table_name, filter_used, file_path, source_ip, note) VALUES (NULL,@fmt,'permissions',@filter,@path,@ip,'Permissions export')"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","SELECT","users","*","users","System.Collections.Hashtable","SELECT * FROM users ORDER BY full_name, username, id;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","SELECT","users","*","users","System.Collections.Hashtable","SELECT * FROM users WHERE id=@id LIMIT 1;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","UPDATE","users","deleted_at;is_deleted","users",,"UPDATE users SET is_deleted=1, deleted_at=NOW() WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","DELETE","users","","users",,"DELETE FROM users WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","SELECT","roles","*","roles","System.Collections.Hashtable","SELECT * FROM roles ORDER BY name, id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","SELECT","permissions","*","permissions","System.Collections.Hashtable","SELECT * FROM permissions ORDER BY code, id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","INSERT","user_roles","granted_at;granted_by;role_id;user_id","user_roles",,"INSERT INTO user_roles (user_id, role_id, granted_by, granted_at) VALUES (@uid,@rid,@actor,NOW()) ON DUPLICATE KEY UPDATE granted_by=VALUES(granted_by), granted_at=VALUES(granted_at);"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","DELETE","user_roles","","user_roles",,"DELETE FROM user_roles WHERE user_id=@u AND role_id=@r"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","INSERT","role_permissions","permission_id;role_id","role_permissions",,"INSERT INTO role_permissions (role_id, permission_id) VALUES (@rid,@pid) ON DUPLICATE KEY UPDATE role_id=role_id;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","DELETE","role_permissions","","role_permissions",,"DELETE FROM role_permissions WHERE role_id=@r AND permission_id=@p"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","INSERT","user_audit","action;created_at;description;device_info;session_id;source_ip;user_id","user_audit",,"INSERT INTO user_audit (user_id, action, description, created_at, source_ip, device_info, session_id) VALUES (@uid,@act,@desc,NOW(),@ip,@dev,@sid)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","INSERT","role_audit","action;created_at;description;device_info;role_id;session_id;source_ip","role_audit",,"INSERT INTO role_audit (role_id, action, description, created_at, source_ip, device_info, session_id) VALUES (@rid,@act,@desc,NOW(),@ip,@dev,@sid)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","INSERT","export_print_log","file_path;filter_used;format;note;source_ip;table_name;user_id","export_print_log",,"INSERT INTO export_print_log (user_id, format, table_name, filter_used, file_path, source_ip, note) VALUES (NULL,@fmt,'users',@filter,@path,@ip,'Users export')"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","INSERT","export_print_log","file_path;filter_used;format;note;source_ip;table_name;user_id","export_print_log",,"INSERT INTO export_print_log (user_id, format, table_name, filter_used, file_path, source_ip, note) VALUES (NULL,@fmt,'roles',@filter,@path,@ip,'Roles export')"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","INSERT","export_print_log","file_path;filter_used;format;note;source_ip;table_name;user_id","export_print_log",,"INSERT INTO export_print_log (user_id, format, table_name, filter_used, file_path, source_ip, note) VALUES (NULL,@fmt,'permissions',@filter,@path,@ip,'Permissions export')"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","SELECT","user_roles","role_id;user_id","user_roles","System.Collections.Hashtable","SELECT user_id, role_id FROM user_roles WHERE user_id IN ({inClause})"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Rbac.Extensions.cs","SELECT","user_permissions","permission_id;user_id","user_permissions","System.Collections.Hashtable","SELECT user_id, permission_id FROM user_permissions WHERE user_id IN ({inClause})"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.RiskAssessments.Extensions.cs","SELECT","risk_assessments","*","risk_assessments","System.Collections.Hashtable","SELECT * FROM risk_assessments ORDER BY id DESC"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Scheduler.Extensions.cs","SELECT","scheduled_jobs","*","scheduled_jobs","System.Collections.Hashtable","SELECT * FROM scheduled_jobs ORDER BY next_due, id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Settings.Extensions.cs","SELECT","system_parameters","0;1;digital_signature;id;note;null;param_name;param_value;updated_at","system_parameters","System.Collections.Hashtable","SELECT id, param_name AS `key`, param_value AS `value`, NULL AS default_value, NULL AS value_type, NULL AS min_value, NULL AS max_value, note AS description, 'system' AS category, NULL AS subcategory, 0 AS is_sensitive, 1 AS is_global, NULL AS user_id, NULL AS role_id, NULL AS approved_by_id, NULL AS approved_at, digital_signature, '' AS status, updated_at, NULL AS updated_by_id, NULL AS expiry_date FROM system_parameters ORDER BY param_name;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Settings.Extensions.cs","INSERT","system_parameters","note;param_name;param_value;updated_by","system_parameters",,"INSERT INTO system_parameters (param_name, param_value, updated_by, note) VALUES (@key, @val, @updby, @desc) ON DUPLICATE KEY UPDATE param_value=VALUES(param_value), updated_by=VALUES(updated_by), updated_at=CURRENT_TIMESTAMP, note=VALUES(note)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Settings.Extensions.cs","INSERT","system_parameters","note;param_name;param_value;updated_by","system_parameters",,"INSERT INTO system_parameters (param_name, param_value, updated_by, note) VALUES (@key, @val, @updby, @note) ON DUPLICATE KEY UPDATE param_value=VALUES(param_value), updated_by=VALUES(updated_by), updated_at=CURRENT_TIMESTAMP, note=VALUES(note)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Settings.Extensions.cs","SELECT","system_parameters","0;1;digital_signature;id;note;null;param_name;param_value;updated_at","system_parameters","System.Collections.Hashtable","SELECT id, param_name AS `key`, param_value AS `value`, NULL AS default_value, NULL AS value_type, NULL AS min_value, NULL AS max_value, note AS description, 'system' AS category, NULL AS subcategory, 0 AS is_sensitive, 1 AS is_global, NULL AS user_id, NULL AS role_id, NULL AS approved_by_id, NULL AS approved_at, digital_signature, '' AS status, updated_at, NULL AS updated_by_id, NULL AS expiry_date FROM system_parameters ORDER BY param_name;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Settings.Extensions.cs","INSERT","system_parameters","note;param_name;param_value;updated_by","system_parameters",,"INSERT INTO system_parameters (param_name, param_value, updated_by, note) VALUES (@key, @val, @updby, @desc) ON DUPLICATE KEY UPDATE param_value=VALUES(param_value), updated_by=VALUES(updated_by), updated_at=CURRENT_TIMESTAMP, note=VALUES(note)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Settings.Extensions.cs","INSERT","system_parameters","note;param_name;param_value;updated_by","system_parameters",,"INSERT INTO system_parameters (param_name, param_value, updated_by, note) VALUES (@key, @val, @updby, @note) ON DUPLICATE KEY UPDATE param_value=VALUES(param_value), updated_by=VALUES(updated_by), updated_at=CURRENT_TIMESTAMP, note=VALUES(note)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Settings.Extensions.cs","DELETE","settings","","settings",,"DELETE FROM settings WHERE `key`=@k"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Settings.Extensions.cs","DELETE","system_parameters","","system_parameters",,"DELETE FROM system_parameters WHERE param_name=@k"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Settings.Extensions.cs","UPDATE","settings","updated_at;updated_by_id;value","settings",,"UPDATE settings SET `value`=default_value, updated_at=NOW(), updated_by_id=@u WHERE `key`=@k"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Settings.Extensions.cs","DELETE","system_parameters","","system_parameters",,"DELETE FROM system_parameters WHERE param_name=@k"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.SpareParts.Extensions.cs","INSERT","parts","barcode;blocked;category;code;default_supplier_id;description;digital_signature;image;last_modified;last_modified_by_id;location;min_stock_alert;name;price;regulatory_certificates;rfid;serial_or_lot;source_ip;status;stock","parts",,"INSERT INTO parts (code, name, description, category, barcode, rfid, serial_or_lot, default_supplier_id, price, stock, min_stock_alert, location, image, status, blocked, regulatory_certificates, digital_signature, last_modified, last_modified_by_id, source_ip) VALUES (@code,@name,@desc,@cat,@bar,@rfid,@serial,@supp,@price,@stock,@min,@loc,@img,@status,@blocked,@reg,@sig,NOW(),@lmb,@ip)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.SpareParts.Extensions.cs","UPDATE","parts","barcode;blocked;category;code;default_supplier_id;description;digital_signature;image;last_modified;last_modified_by_id;location;min_stock_alert;name;price;regulatory_certificates;rfid;serial_or_lot;source_ip;status;stock","parts",,"UPDATE parts SET code=@code, name=@name, description=@desc, category=@cat, barcode=@bar, rfid=@rfid, serial_or_lot=@serial, default_supplier_id=@supp, price=@price, stock=@stock, min_stock_alert=@min, location=@loc, image=@img, status=@status, blocked=@blocked, regulatory_certificates=@reg, digital_signature=@sig, last_modified=NOW(), last_modified_by_id=@lmb, source_ip=@ip WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.SpareParts.Extensions.cs","SELECT","parts","*","parts","System.Collections.Hashtable","SELECT * FROM parts WHERE id=@id LIMIT 1"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.SpareParts.Extensions.cs","SELECT","parts","*","parts","System.Collections.Hashtable","SELECT * FROM parts ORDER BY name, id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.SpareParts.Extensions.cs","INSERT","parts","barcode;blocked;category;code;default_supplier_id;description;digital_signature;image;last_modified;last_modified_by_id;location;min_stock_alert;name;price;regulatory_certificates;rfid;serial_or_lot;source_ip;status;stock","parts",,"INSERT INTO parts (code, name, description, category, barcode, rfid, serial_or_lot, default_supplier_id, price, stock, min_stock_alert, location, image, status, blocked, regulatory_certificates, digital_signature, last_modified, last_modified_by_id, source_ip) VALUES (@code,@name,@desc,@cat,@bar,@rfid,@serial,@supp,@price,@stock,@min,@loc,@img,@status,@blocked,@reg,@sig,NOW(),@lmb,@ip)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.SpareParts.Extensions.cs","UPDATE","parts","barcode;blocked;category;code;default_supplier_id;description;digital_signature;image;last_modified;last_modified_by_id;location;min_stock_alert;name;price;regulatory_certificates;rfid;serial_or_lot;source_ip;status;stock","parts",,"UPDATE parts SET code=@code, name=@name, description=@desc, category=@cat, barcode=@bar, rfid=@rfid, serial_or_lot=@serial, default_supplier_id=@supp, price=@price, stock=@stock, min_stock_alert=@min, location=@loc, image=@img, status=@status, blocked=@blocked, regulatory_certificates=@reg, digital_signature=@sig, last_modified=NOW(), last_modified_by_id=@lmb, source_ip=@ip WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.SpareParts.Extensions.cs","DELETE","parts","","parts",,"DELETE FROM parts WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Suppliers.Extensions.cs","INSERT","suppliers","address;city;contract_file;country;email;name;notes;phone;status;supplier_type;vat_number;website","suppliers",,"INSERT INTO suppliers (name, vat_number, address, city, country, email, phone, website, supplier_type, notes, contract_file, status) VALUES (@name,@vat,@addr,@city,@country,@em,@ph,@web,@type,@notes,@contract,@status)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Suppliers.Extensions.cs","UPDATE","suppliers","address;city;contract_file;country;email;name;notes;phone;status;supplier_type;vat_number;website","suppliers",,"UPDATE suppliers SET name=@name, vat_number=@vat, address=@addr, city=@city, country=@country, email=@em, phone=@ph, website=@web, supplier_type=@type, notes=@notes, contract_file=@contract, status=@status WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Suppliers.Extensions.cs","SELECT","suppliers","*","suppliers","System.Collections.Hashtable","SELECT * FROM suppliers ORDER BY name, id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Suppliers.Extensions.cs","SELECT","suppliers","*","suppliers","System.Collections.Hashtable","SELECT * FROM suppliers WHERE id=@id LIMIT 1"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Suppliers.Extensions.cs","INSERT","suppliers","address;city;contract_file;country;email;name;notes;phone;status;supplier_type;vat_number;website","suppliers",,"INSERT INTO suppliers (name, vat_number, address, city, country, email, phone, website, supplier_type, notes, contract_file, status) VALUES (@name,@vat,@addr,@city,@country,@em,@ph,@web,@type,@notes,@contract,@status)"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Suppliers.Extensions.cs","UPDATE","suppliers","address;city;contract_file;country;email;name;notes;phone;status;supplier_type;vat_number;website","suppliers",,"UPDATE suppliers SET name=@name, vat_number=@vat, address=@addr, city=@city, country=@country, email=@em, phone=@ph, website=@web, supplier_type=@type, notes=@notes, contract_file=@contract, status=@status WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Suppliers.Extensions.cs","DELETE","suppliers","","suppliers",,"DELETE FROM suppliers WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.Suppliers.Extensions.cs","DELETE","supplier","","supplier",,"DELETE FROM supplier WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.SystemEvents.QueryExtensions.cs","SELECT","system_event_log","description;device_info;event_type;field_name;id;new_value;old_value;processed;record_id;related_module;session_id;severity;source_ip;table_name;ts_utc;user_id","system_event_log","System.Collections.Hashtable","SELECT id, ts_utc, user_id, event_type, table_name, related_module, record_id, field_name, old_value, new_value, description, source_ip, device_info, session_id, severity, processed FROM system_event_log WHERE 1=1"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.TrainingRecords.Extensions.cs","SELECT","user_training","*","user_training","System.Collections.Hashtable","SELECT * FROM user_training ORDER BY training_date DESC, id DESC;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.TrainingRecords.Extensions.cs","INSERT","user_training","certificate_file;notes;provider;status;training_date;training_type;user_id;valid_until","user_training",,"INSERT INTO user_training (user_id, training_type, training_date, valid_until, provider, status, certificate_file, notes) VALUES (@uid,@ttype,@tdate,@valid,@provider,@status,@cert_file,@notes);"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.TrainingRecords.Extensions.cs","UPDATE","user_training","status;user_id","user_training",,"UPDATE user_training SET user_id=@uid, status='assigned' WHERE id=@id;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.TrainingRecords.Extensions.cs","UPDATE","user_training","status","user_training",,"UPDATE user_training SET status='pending_approval' WHERE id=@id;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.TrainingRecords.Extensions.cs","UPDATE","user_training","status","user_training",,"UPDATE user_training SET status='completed' WHERE id=@id;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.TrainingRecords.Extensions.cs","UPDATE","user_training","status","user_training",,"UPDATE user_training SET status='closed' WHERE id=@id;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.TrainingRecords.Extensions.cs","INSERT","export_print_log","file_path;filter_used;format;note;source_ip;table_name;user_id","export_print_log",,"INSERT INTO export_print_log (user_id, format, table_name, filter_used, file_path, source_ip, note) VALUES (NULL,'csv','user_training',@filter,@path,@ip,'Training export')"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.TrainingRecords.Extensions.cs","INSERT","export_print_log","file_path;filter_used;format;note;source_ip;table_name;user_id","export_print_log",,"INSERT INTO export_print_log (user_id, format, table_name, filter_used, file_path, source_ip, note) VALUES (NULL,@fmt,'user_training',@filter,@path,@ip,'Training export')"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.TrainingRecords.Extensions.cs","SELECT","user_training","*","user_training","System.Collections.Hashtable","SELECT * FROM user_training ORDER BY training_date DESC, id DESC;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.TrainingRecords.Extensions.cs","INSERT","user_training","certificate_file;notes;provider;status;training_date;training_type;user_id;valid_until","user_training",,"INSERT INTO user_training (user_id, training_type, training_date, valid_until, provider, status, certificate_file, notes) VALUES (@uid,@ttype,@tdate,@valid,@provider,@status,@cert_file,@notes);"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.TrainingRecords.Extensions.cs","UPDATE","user_training","status;user_id","user_training",,"UPDATE user_training SET user_id=@uid, status='assigned' WHERE id=@id;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.TrainingRecords.Extensions.cs","UPDATE","user_training","status","user_training",,"UPDATE user_training SET status='pending_approval' WHERE id=@id;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.TrainingRecords.Extensions.cs","UPDATE","user_training","status","user_training",,"UPDATE user_training SET status='completed' WHERE id=@id;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.TrainingRecords.Extensions.cs","UPDATE","user_training","status","user_training",,"UPDATE user_training SET status='closed' WHERE id=@id;"
"C:\GitHub\YASGMP\YASGMP\Services\DatabaseService.TrainingRecords.Extensions.cs","INSERT","export_print_log","file_path;filter_used;format;note;source_ip;table_name;user_id","export_print_log",,"INSERT INTO export_print_log (user_id, format, table_name, filter_used, file_path, source_ip, note) VALUES (NULL,'csv','user_training',@filter,@path,@ip,'Training export')"
